title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Machine Hip And Glute Adduction,https://musclewiki.com/machine/male/inner-thigh/machine-hip-and-glute-adduction,machine,inner-thigh,machine-hip-and-glute-adduction,"[""Stand on the platform and set the pad just over the hip of the working leg.\\"", ""Place the working leg over the pad.\\"", ""Press your leg inward. Aim to get the longest range of motion possible.\\""]",,,,
Adductor Stretch Seated Bilateral Static,https://musclewiki.com/recovery/male/inner-thigh/adductor-stretch-seated-bilateral-static,recovery,inner-thigh,adductor-stretch-seated-bilateral-static,"[""Sit against a wall and bring your feet together, letting the knees spread\\"", ""Once you reach the end of your range, allow gravity to do the work\\"", ""If you feel that gravity isn't enough, you can apply gentle downward pressure on your knees with your palms\\"", ""Try to maintain a straight back while performing the exercise\\""]",,,,
Adductor Stretch Seated Bilateral Dynamic,https://musclewiki.com/recovery/male/inner-thigh/adductor-stretch-seated-bilateral-dynamic,recovery,inner-thigh,adductor-stretch-seated-bilateral-dynamic,"[""Sit against a wall and bring your feet together, letting the knees spread\\"", ""Once you reach the end of your range, bounce the knees to feel a gentle stretch deep in your groin\\"", ""Try to maintain a straight back while performing the exercise\\""]",,,,
Adductor Stretch Dynamic Unilateral 4 Point Position,https://musclewiki.com/recovery/male/inner-thigh/adductor-stretch-dynamic-unilateral-4-point-position,recovery,inner-thigh,adductor-stretch-dynamic-unilateral-4-point-position,"[""From the 4 point position (all fours), extend one leg to the side, placing the foot on the ground.\\"", ""Start rocking your hips back and forth.\\"", ""You should feel your adductors and hip joint being stretched.\\"", ""Try to maintain a neutral spine\\""]",,,,
Adductor Stretch Dynamic Standing Alternate,https://musclewiki.com/recovery/male/inner-thigh/adductor-stretch-dynamic-standing-alternate,recovery,inner-thigh,adductor-stretch-dynamic-standing-alternate,"[""From the standing position, use a chair/bench/box for support\\"", ""Transfer your weight towards one leg by bending the knee, while keeping the opposite leg straight and the foot on the ground\\"", ""Feel a stretch on the inside of the thigh (adductor) of the straight leg\\""]",,,,
Adductor Raise Side Lying Short Lever,https://musclewiki.com/recovery/male/inner-thigh/adductor-raise-side-lying-short-lever,recovery,inner-thigh,adductor-raise-side-lying-short-lever,"[""From the side lying position, bend your upper leg and place it on a bench\\"", ""Raise your hips off the ground by pressing your leg into the bench\\""]",,,,
Adductor Raise Side Lying Long Lever,https://musclewiki.com/recovery/male/inner-thigh/adductor-raise-side-lying-long-lever,recovery,inner-thigh,adductor-raise-side-lying-long-lever,"[""From the side lying position, place your upper leg on a bench\\"", ""Raise your hips off the ground by pressing your leg into the bench\\""]",,,,
Adductor Leg Raise Side Lying Isometric,https://musclewiki.com/recovery/male/inner-thigh/adductor-leg-raise-side-lying-isometric,recovery,inner-thigh,adductor-leg-raise-side-lying-isometric,"[""Stabilise yourself in the side lying position, using your upper arm and leg\\"", ""Raise your under leg and hold isometrically for the specified amount of time\\""]",,,,
Adductor Leg Raise Side Lying,https://musclewiki.com/recovery/male/inner-thigh/adductor-leg-raise-side-lying,recovery,inner-thigh,adductor-leg-raise-side-lying,"[""Stabilise yourself in the side lying position, using your upper arm and leg\\"", ""Raise and lower your under leg for the specified amount of reps/or sets\\""]",,,,
Floor Incline Leg Raise,https://musclewiki.com/recovery/male/rectus-femoris/leg-raise-straight-incline-seated,recovery,rectus-femoris,leg-raise-straight-incline-seated,"[""Sit on the floor and lean back into your palms or on your elbows.\\"", ""Raise a straight leg a few centimeters off the ground and hold the position for the specified duration.\\""]",,,,
Standing Knee Raise Hold,https://musclewiki.com/recovery/male/rectus-femoris/knee-raise-standing-unilateral,recovery,rectus-femoris,knee-raise-standing-unilateral,"[""Stand up straight and with a good posture.\\"", ""Shift your weight onto the supporting leg while driving the other knee.\\"", ""Your thigh should be parallel to the ground.\\""]",,,,
Band Straight Leg Hip Flexions,https://musclewiki.com/recovery/male/rectus-femoris/hip-flexions-straight-leg-standing-resisted,recovery,rectus-femoris,hip-flexions-straight-leg-standing-resisted,"[""Attach a band to a fixed point.\\"", ""Wrap the loose end of the band around your ankle.\\"", ""Face away from the attachment point.\\"", ""Raise your working leg against the resistance.\\""]",,,,
Barbell Incline Bench Press,https://musclewiki.com/barbell/male/anterior-deltoid/barbell-incline-bench-press,barbell,anterior-deltoid,barbell-incline-bench-press,"[""Position the bench between 30 and 45 degrees.\\"", ""Lay flat on the bench with your feet on the ground. With straight arms unrack the bar.\\"", ""Lower the bar to your mid chest\\"", ""Raise the bar (slowly and controlled) until you've locked your elbows.\\""]",,,,
Barbell Reverse Grip Bench Press,https://musclewiki.com/barbell/male/chest/barbell-reverse-grip-bench-press,barbell,chest,barbell-reverse-grip-bench-press,"[""Lay flat on the bench with your feet on the ground. With straight arms unrack the bar with a reverse grip.\\"", ""Lower the bar to your lower chest\\"", ""Raise the bar until you've locked your elbows.\\""]",,,,
Dumbbell Chest Fly,https://musclewiki.com/dumbbells/male/chest/dumbbell-chest-fly,dumbbells,chest,dumbbell-chest-fly,"[""Lay on a bench with two dumbbells extended in front of you.\\"", ""You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement.\\"", ""Bring the dumbbells out to your side. Stop the dumbbells before going behind your body.\\"", ""Bring the dumbbells back together at the top.\\""]",,,,
Dumbbell Decline Chest Fly,https://musclewiki.com/dumbbells/male/chest/dumbbell-decline-chest-fly,dumbbells,chest,dumbbell-decline-chest-fly,"[""Lay flat on a decline bench press with the dumbbells pointed toward the ceiling.\\"", ""Maintain a slight bend in your elbows. Bring the dumbbells out to the side, stopping the dumbbells before they pass your torso.\\"", ""Bring the dumbbells together to finish the rep.\\""]",,,,
Dumbbell Incline Chest Fly,https://musclewiki.com/dumbbells/male/chest/dumbbell-incline-chest-fly,dumbbells,chest,dumbbell-incline-chest-fly,"[""Lay on an incline bench with two dumbbells extended in front of you.\\"", ""You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement.\\"", ""Bring the dumbbells out to your side. Stop the dumbbells before going behind your body.\\"", ""Bring the dumbbells back together at the top.\\""]",,,,
Dumbbell Internally Rotated Chest Fly,https://musclewiki.com/dumbbells/male/chest/dumbbell-internally-rotated-chest-fly,dumbbells,chest,dumbbell-internally-rotated-chest-fly,"[""Lay on a bench with two dumbbells extended in front of you in an overhand grip.\\"", ""You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement.\\"", ""Bring the dumbbells out to your side. Stop the dumbbells before going behind your body.\\"", ""Bring the dumbbells back together at the top.\\""]",,,,
Dumbbell Internally Rotated Incline Chest Fly,https://musclewiki.com/dumbbells/male/chest/dumbbell-internally-rotated-incline-chest-fly,dumbbells,chest,dumbbell-internally-rotated-incline-chest-fly,"[""Lay on an incline bench with two dumbbells extended in front of you.\\"", ""You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement. You should have an overhand grip.\\"", ""Bring the dumbbells out to your side. Stop the dumbbells before going behind your body.\\"", ""Bring the dumbbells back together at the top.\\""]",,,,
Dumbbell Reverse Grip Bench Press,https://musclewiki.com/dumbbells/male/chest/dumbbell-reverse-grip-bench-press,dumbbells,chest,dumbbell-reverse-grip-bench-press,"[""Lay flat on the bench with your feet on the ground. With straight arms unrack the bar with a reverse grip.\\"", ""Lower the dumbbells to your lower chest.\\"", ""Raise the bar until you've locked your elbows.\\""]",,,,
Push Up,https://musclewiki.com/bodyweight/male/chest/push-up,bodyweight,chest,push-up,"[""Place your hands firmly on the ground, directly under shoulders.\\"", ""Flatten your back so your entire body is straight and slowly lower your body\\"", ""Draw shoulder blades back and down, keeping elbows tucked close to your body\\"", ""Exhale as you push back to the starting position.\\""]",,,,
Ring Standing Chest Fly,https://musclewiki.com/bodyweight/male/chest/ring-standing-chest-fly,bodyweight,chest,ring-standing-chest-fly,"[""Start by adjusting the rings straps to chest height. Stand facing the rings with your feet shoulder-width apart.\\"", ""Grasp the rings' handles with both hands, keeping your arms extended and your shoulders away from your ears.\\"", ""Lean forward, keeping your arms extended and your core engaged. Your body should form a slight diagonal line from your ankles to your head.\\"", ""Slowly bring your arms towards each other, in front of your chest, while keeping your core engaged and your body in a stable position.\\""]",,,,
Bodyweight Hands Up Push Ups,https://musclewiki.com/bodyweight/male/chest/bodyweight-hands-up-push-ups,bodyweight,chest,bodyweight-hands-up-push-ups,"[""Place your hands firmly on the ground, directly under shoulders.\\"", ""Flatten your back so your entire body is straight and slowly lower your body\\"", ""Draw shoulder blades back and down, keeping elbows tucked close to your body. Bring chest all the way to the floor and raise hands off the ground.\\"", ""Exhale as you push back to the starting position.\\""]",,,,
Leg Raised Push Up,https://musclewiki.com/bodyweight/male/chest/leg-raised-push-up,bodyweight,chest,leg-raised-push-up,"[""Place your hands firmly on the ground, directly under shoulders.\\"", ""Flatten your back so your entire body is straight, raise one leg off the ground,  and slowly lower your body\\"", ""Draw shoulder blades back and down, keeping elbows tucked close to your body\\"", ""Exhale as you push back to the starting position.\\""]",,,,
Stability Ball Push Up,https://musclewiki.com/bodyweight/male/chest/stability-ball-push-up,bodyweight,chest,stability-ball-push-up,"[""Place your hands firmly on the ground, directly under shoulders. Place your feet on the stability ball.\\"", ""Flatten your back so your entire body is straight and slowly lower your body\\"", ""Draw shoulder blades back and down, keeping elbows tucked close to your body\\"", ""Exhale as you push back to the starting position.\\""]",,,,
Machine Pec Fly,https://musclewiki.com/machine/male/chest/machine-pec-fly,machine,chest,machine-pec-fly,"[""Adjust seat height so handles align with chest. Sit and grip handles with elbows slightly bent.\\"", ""Slowly bring handles together in front, keeping tension. Focus on squeezing chest muscles.\\"", ""Return handles to starting position with controlled motion. Keep chest up throughout. Repeat for reps.\\""]",,,,
Machine Bent Arm Pec Fly,https://musclewiki.com/machine/male/chest/machine-bent-arm-pec-fly,machine,chest,machine-bent-arm-pec-fly,"[""Adjust seat height so handles align with chest. Put your elbows on the pads.\\"", ""Slowly bring pads together in front, keeping tension. Focus on squeezing chest muscles.\\"", ""Return pads to starting position with controlled motion. Keep chest up throughout. Repeat for reps.\\""]",,,,
Medicine Ball Chest Press Slam,https://musclewiki.com/medicine-ball/male/chest/chest-press-slam,medicine-ball,chest,chest-press-slam,"[""Hold medicine ball at chest, feet shoulder-width apart.\\"", ""Extend arms forward, slamming ball to the ground.\\"", ""Catch the ball on the rebound and repeat for reps.\\""]",,,,
Medicine Ball Chest Press Toss,https://musclewiki.com/medicine-ball/male/chest/chest-press-toss,medicine-ball,chest,chest-press-toss,"[""Stand in front of a wall holding a medicine ball.\\"", ""Press the ball forward, extending arms and tossing it.\\"", ""Catch the ball and return to the starting position.\\""]",,,,
Kettlebell Single Arm Chest Fly,https://musclewiki.com/kettlebells/male/chest/kettlebell-single-arm-chest-fly,kettlebells,chest,kettlebell-single-arm-chest-fly,"[""Lie on the floor with your knees bent and feet firmly on the floor, with your arms to the side of your body.\\"", ""Holding a kettlebell in one hand, keeping your arm fully extended with a slight bend in the elbow and your forearms facing upwards, lift the kettlebell above your chest.\\"", ""Lower the kettlebell to the starting position and repeat.\\""]",,,,
Kettlebell Pec Fly,https://musclewiki.com/kettlebells/male/chest/kettlebell-pec-fly,kettlebells,chest,kettlebell-pec-fly,"[""Lie flat on a bench, holding a kettlebell in each hand above your chest.\\"", ""Slowly lower the kettlebells outwards, then lift them back up to the starting position.\\""]",,,,
Chest Stretch Variation Four,https://musclewiki.com/stretches/male/chest/chest-stretch-variation-four,stretches,chest,chest-stretch-variation-four,"[""Raise your arms to shoulder height, fully extended in front of you.\\"", ""Slowly bring your arms behind your back still at shoulder height.\\"", ""Pause for a few seconds and then return to starting position.\\""]",,,,
Chest Stretch Variation Three,https://musclewiki.com/stretches/male/chest/chest-stretch-variation-three,stretches,chest,chest-stretch-variation-three,"[""Place your arms behind your back and clasp your hands together.\\"", ""Slowly extend your elbows until they are locked then lift them away from you.\\"", ""Pause in this position for a few seconds and then return them to starting position.\\""]",,,,
Chest Stretch Variation Two,https://musclewiki.com/stretches/male/chest/chest-stretch-variation-two,stretches,chest,chest-stretch-variation-two,"[""Lay on your side with one hand just in front of you.\\"", ""With a slight bend in your arm, rotate your arm around your body as slowly as possible.\\"", ""Return to the starting position and then repeat on the other side.\\""]",,,,
Chest Stretch Variation One,https://musclewiki.com/stretches/male/chest/chest-stretch-variation-one,stretches,chest,chest-stretch-variation-one,"[""Using a raised wall, place your arm at a 90 degree angle against it.\\"", ""With a staggered stance, lean into the wall extending your chest.\\"", ""Pause for a few seconds and then return to starting position and repeat on opposite side.\\""]",,,,
Cable Pec Fly,https://musclewiki.com/cables/male/chest/cable-pec-fly,cables,chest,cable-pec-fly,"[""Use a handle attachment set all the way to the bottom of the machine.\\"", ""Bring both of the handles to your chest and make sure you are in the center of the cable crossover.\\"", ""Walk a few steps forward. Then press the weight forward. From there, your shoulders should horizontally abduct and adduct while your elbows stay in a fixed position.\\""]",,,,
Cable Single Arm Incline Chest Fly,https://musclewiki.com/cables/male/chest/cable-single-arm-incline-chest-fly,cables,chest,cable-single-arm-incline-chest-fly,"[""Place the cable anchor at a lower level than your shoulders.\\"", ""Sit on the bench, leave your elbows mostly extended.\\"", ""Bring your arm across your chest and flex your pec.\\""]",,,,
Cable Single Arm Bench Chest Fly,https://musclewiki.com/cables/male/chest/cable-single-arm-bench-chest-fly,cables,chest,cable-single-arm-bench-chest-fly,"[""Bring a bench over to the cables, set the cable just below shoulder height.\\"", ""Bring the handle to your chest and make sure you are in the center of the cable crossover.\\"", ""Press the weight forward. From there, your shoulder should horizontally abduct and adduct while your elbow stays in a fixed position.\\""]",,,,
Cable Single Arm Decline Bench Chest Fly,https://musclewiki.com/cables/male/chest/cable-single-arm-decline-bench-chest-fly,cables,chest,cable-single-arm-decline-bench-chest-fly,"[""Bring a bench over to the cables, set the cable above shoulder height.\\"", ""Bring the handle to your chest and make sure you are in the center of the cable crossover.\\"", ""Press the weight forward. From there, your shoulders should horizontally abduct and adduct while your elbow stays in a fixed position.\\""]",,,,
Cable Incline Chest Fly,https://musclewiki.com/cables/male/chest/cable-incline-chest-fly,cables,chest,cable-incline-chest-fly,"[""Place the cable anchor at a lower level than your shoulders.\\"", ""Sit on the bench, leave your elbows mostly extended.\\"", ""Bring your fists together and flex your pecs.\\""]",,,,
Cable Incline Bench Press,https://musclewiki.com/cables/male/chest/cable-incline-bench-press,cables,chest,cable-incline-bench-press,"[""Use a handle attachment. Bring a bench over to the cables. The cables should be set fairly low.\\"", ""Bring both of the handles to your chest and make sure you are in the center of the cable crossover.\\"", ""From there, you should flex and extend at both the shoulders and elbows simultaneously.\\""]",,,,
Cable Bench Chest Fly,https://musclewiki.com/cables/male/chest/cable-bench-chest-fly,cables,chest,cable-bench-chest-fly,"[""Bring a bench over to the cables, set the cables just below shoulder height.\\"", ""Bring both of the handles to your chest and make sure you are in the center of the cable crossover.\\"", ""Press the weight forward. From there, your shoulders should horizontally abduct and adduct while your elbows stay in a fixed position.\\""]",,,,
Cable Decline Bench Chest Fly,https://musclewiki.com/cables/male/chest/cable-decline-bench-chest-fly,cables,chest,cable-decline-bench-chest-fly,"[""Bring a bench over to the cables, set the cables above shoulder height.\\"", ""Bring both of the handles to your chest and make sure you are in the center of the cable crossover.\\"", ""Press the weight forward. From there, your shoulders should horizontally abduct and adduct while your elbows stay in a fixed position.\\""]",,,,
Band Single Arm Pec Fly,https://musclewiki.com/band/male/chest/band-single-arm-pec-fly,band,chest,band-single-arm-pec-fly,"[""Attach the band to an anchor point that is about shoulder height. Take a few steps away until the band is taut.\\"", ""Extend your shoulder joint and bring your arm across your body until you feel a contraction in your pecs.\\""]",,,,
Band Chest Fly,https://musclewiki.com/band/male/chest/band-chest-fly,band,chest,band-chest-fly,"[""Secure two resistance bands to a sturdy anchor point (e.g. a door anchor, a post, etc.) at chest height.\\"", ""Stand facing away from the anchor point with feet shoulder-width apart and hold each end of the band in each hand.\\"", ""Start with arms fully extended and parallel to the floor.\\"", ""Keeping arms straight, slowly bring your arms together in front of your chest.\\""]",,,,
Band Internally Rotated Chest Fly,https://musclewiki.com/band/male/chest/band-internally-rotated-chest-fly,band,chest,band-internally-rotated-chest-fly,"[""Start with both feet hip-width apart and step on the middle of the band with both feet. Hold the handles of the band in each hand and position the band above your chest, with your palms facing down.\\"", ""Keeping your elbows slightly bent, slowly raise your arms out to the sides until they are parallel with the floor. Make sure to internally rotate your shoulder joints by bringing your shoulder blades together and rotating your forearms inward towards your torso.\\"", ""Hold the position for a few seconds and then slowly lower your arms back to the starting position, keeping the internal rotation of your shoulder joints throughout the movement.\\""]",,,,
Weighted Push Ups,https://musclewiki.com/plate/male/chest/weighted-push-ups,plate,chest,weighted-push-ups,"[""Place your hands firmly on the ground, directly under shoulders. Place a plate on your back.\\"", ""Flatten your back so your entire body is straight and slowly lower your body\\"", ""Draw shoulder blades back and down, keeping elbows tucked close to your body\\"", ""Exhale as you push back to the starting position.\\""]",,,,
TRX Pec Fly,https://musclewiki.com/trx/male/chest/trx-pec-fly,trx,chest,trx-pec-fly,"[""Start by adjusting the TRX straps to chest height. Stand facing the TRX with your feet shoulder-width apart.\\"", ""Grasp the TRX handles with both hands, keeping your arms extended and your shoulders away from your ears.\\"", ""Lean forward, keeping your arms extended and your core engaged. Your body should form a slight diagonal line from your ankles to your head.\\"", ""Slowly bring your arms towards each other, in front of your chest, while keeping your core engaged and your body in a stable position.\\""]",,,,
Bow Pose,https://musclewiki.com/yoga/male/chest/bow-pose,yoga,chest,bow-pose,"[""Lie on your stomach with your arms at your sides.\\"", ""Bend your knees and bring your heels towards your buttocks.\\"", ""Reach back with your hands and grab your ankles.\\"", ""Inhale and lift your chest off the ground, pulling your legs up and back with your hands.\\"", ""Keep your gaze forward and hold the pose for a few breaths before releasing back to the ground.\\""]",,,,
Mountain,https://musclewiki.com/yoga/male/chest/mountain,yoga,chest,mountain,"[""Stand tall with your feet hip-width apart and your arms at your sides.\\"", ""Press your feet into the ground and engage your leg muscles.\\"", ""Lift your chest and roll your shoulders back and down.\\"", ""Take a deep breath in, and as you exhale, release any tension in your body and relax your muscles.\\""]",,,,
Supported Matsyasana Pose,https://musclewiki.com/yoga/male/chest/supported-matsyasana-pose,yoga,chest,supported-matsyasana-pose,"[""Sit on the floor with your legs stretched out in front of you.\\"", ""Place a yoga block behind you, horizontally, at the base of your spine.\\"", ""Slowly recline over the block, supporting yourself with your forearms, until your back is resting on the block.\\"", ""Relax your arms at your sides, palms facing up, and breathe deeply.\\""]",,,,
Tree Pose,https://musclewiki.com/yoga/male/chest/tree-pose,yoga,chest,tree-pose,"[""Start in mountain pose, standing with your feet hip-width apart and arms at your sides.\\"", ""Shift your weight onto your left foot and bend your right knee, bringing the sole of your right foot to the inside of your left thigh.\\"", ""Bring your hands together in front of your heart, or raise them overhead.\\"", ""Hold the pose for a few breaths, then release and repeat on the other side.\\""]",,,,
Warrior One,https://musclewiki.com/yoga/male/chest/warrior-one,yoga,chest,warrior-one,"[""Start in mountain pose, standing with your feet hip-width apart and arms at your sides.\\"", ""Step your left foot back about 3-4 feet and turn it slightly inward, while keeping your right foot facing forward.\\"", ""Inhale and raise your arms overhead, then exhale and bend your right knee, bringing it directly over your ankle.\\"", ""Hold the pose for a few breaths, then inhale and return to mountain pose. Repeat on the other side.\\""]",,,,
Warrior Two,https://musclewiki.com/yoga/male/chest/warrior-two,yoga,chest,warrior-two,"[""Start in mountain pose, standing with your feet hip-width apart and arms at your sides.\\"", ""Step your left foot back about 3-4 feet and turn it slightly inward, while keeping your right foot facing forward.\\"", ""Inhale and raise your arms to shoulder height, parallel to the ground, with your palms facing down.\\"", ""Exhale and bend your right knee, bringing it directly over your ankle while keeping your left leg straight.\\"", ""Look over your right hand and hold the pose for a few breaths, then inhale and return to mountain pose. Repeat on the other side.\\""]",,,,
Yogi Arm Clock,https://musclewiki.com/yoga/male/chest/yogi-arm-clock,yoga,chest,yogi-arm-clock,"[""Stand facing a wall with your arms extended and your palms pressing into the wall at shoulder height.\\"", ""Slowly begin to walk your feet away from the wall, keeping your arms straight and your hands pressing into the wall.\\"", ""Walk until your arms are fully extended and your body is at a 45-degree angle to the ground.\\"", ""Repeat From High to Low Angles starting above the shoulder, and ending below the chest.\\""]",,,,
Vitruvian Bench Press,https://musclewiki.com/vitruvian/male/chest/bench-press,vitruvian,chest,bench-press,"[""Lay on the flat bench.\\"", ""Tuck your elbows slightly, press the handles toward the ceiling.\\""]",,,,
Vitruvian Pec Fly,https://musclewiki.com/vitruvian/male/chest/pec-fly,vitruvian,chest,pec-fly,"[""Lay flat on the bench.\\"", ""Keep your elbows mostly extended and lower your arms toward the floor.\\""]",,,,
Cardio Assault Bike Arms Only,https://musclewiki.com/cardio/male/chest/cardio-assault-bike-arms-only,cardio,chest,cardio-assault-bike-arms-only,"[""Adjust seat and handlebar height for comfort and proper posture on the assault bike.\\"", ""Start pedaling with even, controlled motion, maintaining your desired resistance level. Then keep the motion going with only your arms.\\""]",,,,
Smith Machine Pushup,https://musclewiki.com/smith-machine/male/chest/smith-machine-pushup,smith-machine,chest,smith-machine-pushup,"[""Place hands on the bar, in push-up position.\\"", ""Lower yourself to the bar, maintaining proper form.\\""]",,,,
Serratus Activation Cross Punch,https://musclewiki.com/recovery/male/shoulders/serratus-activation-cross-punch,recovery,shoulders,serratus-activation-cross-punch,"[""Lie on your back with your knees bent and the feet flat on the floor.\\"", ""Hold a dumbbell over your shoulder with a straight arm.\\"", ""Form the sign of the cross adding a protraction (punch) on every end of the cross, including the middle position.\\""]",,,,
Bosu Serratus Activation Plank,https://musclewiki.com/recovery/male/shoulders/bosu-serratus-activation-plank,recovery,shoulders,bosu-serratus-activation-plank,"[""Support your weight with your forearms on the bosu and toes on the floor (plank).\\"", ""Allow your upper back to sink in between the shoulder blades.\\"", ""Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.\\""]",,,,
Serratus Activation Plank,https://musclewiki.com/recovery/male/shoulders/serratus-activation-plank,recovery,shoulders,serratus-activation-plank,"[""Support your weight on your forearms and toes (plank).\\"", ""Allow your upper back to sink in between the shoulder blades.\\"", ""Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.\\""]",,,,
Landmine Kneeling Twist,https://musclewiki.com/barbell/male/obliques/landmine-kneeling-twist,barbell,obliques,landmine-kneeling-twist,"[""Kneel down facing the landmine with your knees hip-width apart and your back straight. Grasp the landmine barbell with both hands, interlacing your fingers and holding it above and slightly in front of your body.\\"", ""Keeping your core engaged and your back straight, twist your torso to one side, rotating your arms and the landmine along with it. Pause briefly at the end of the twist, feeling the contraction in your oblique muscles.\\"", ""Slowly rotate back to the starting position, then twist to the opposite side, repeating the same motion.\\"", ""Repeat both sides of the rotation for the desired number of reps.\\""]",,,,
Landmine Oblique Twist,https://musclewiki.com/barbell/male/obliques/landmine-oblique-twist,barbell,obliques,landmine-oblique-twist,"[""Stand facing the landmine, with your feet shoulder-width apart and your knees slightly bent. Grasp the landmine barbell with both hands, interlacing your fingers and holding it at chest height. Position your arms straight out in front of you, parallel to the floor, with your elbows slightly bent.\\"", ""While keeping your core engaged, rotate your torso and the landmine to one side. Twist through your waist, using your oblique muscles to generate the movement. Pivot on the ball of your opposite foot as you rotate away from it.\\"", ""Rotate back to the starting position, then perform the same movement in the opposite direction.\\"", ""Repeat for the desired number of reps.\\""]",,,,
Landmine Russian Twist,https://musclewiki.com/barbell/male/obliques/landmine-russian-twist,barbell,obliques,landmine-russian-twist,"[""Start sitting on the ground facing the landmine attachment, holding the end of the bar in both hands slightly in front of and above your chest while holding your feet off the ground and knees bent.\\"", ""Bending your elbows as little as possible and keeping your core tight and feet elevated, lower the end of the bar with control to the ground on one side of your body, then contract your obliques to return the bar to the center. Repeat on the other side.\\"", ""Repeat for the desired number of reps.\\""]",,,,
Landmine Stationary Twist,https://musclewiki.com/barbell/male/obliques/landmine-stationary-twist,barbell,obliques,landmine-stationary-twist,"[""Hold the end of the bar. Start with a shoulder width stance.\\"", ""Bring both arms to one side and keep your elbows mostly extended.\\"", ""Rotate back and forth and try to resist twisting too much.\\""]",,,,
Dumbbell Wood Chopper,https://musclewiki.com/dumbbells/male/obliques/dumbbell-wood-chopper,dumbbells,obliques,dumbbell-wood-chopper,"[""Stand with a shoulder width stance. Begin with the dumbbell near one of your quads.\\"", ""Rotate at your upper spine to engage the obliques.\\"", ""You can pivot your back foot to keep from generating too much torque at the knee.\\""]",,,,
Dumbbell Kneeling Wood Chopper,https://musclewiki.com/dumbbells/male/obliques/dumbbell-kneeling-wood-chopper,dumbbells,obliques,dumbbell-kneeling-wood-chopper,"[""Start in a kneeling position with your shoulder blades pulled back.\\"", ""The dumbbell should begin by one of your hips.\\"", ""Rotate at the spine and bring the dumbbell from your hip, 180 degrees around your body. The dumbbell should land at eye level.\\""]",,,,
Dumbbell Overhead Side Bend,https://musclewiki.com/dumbbells/male/obliques/dumbbell-overhead-side-bend,dumbbells,obliques,dumbbell-overhead-side-bend,"[""Start by standing with your feet shoulder-width apart and holding a dumbbell overhead.\\"", ""From this starting position, bend to the side as far as you can while keeping your feet planted and your core engaged.\\""]",,,,
Dumbbell Side Plank Up Down,https://musclewiki.com/dumbbells/male/obliques/dumbbell-side-plank-up-down,dumbbells,obliques,dumbbell-side-plank-up-down,"[""Start by lying on your side with your feet stacked on top of each other and a dumbbell on your hip.\\"", ""Place your bottom elbow on the ground beneath your shoulder and engage your core to raise your hips off the ground.\\"", ""Your hips will do all the moving. Think, \\\\""]",,,,
Dumbbell Hand Side Plank,https://musclewiki.com/dumbbells/male/obliques/dumbbell-hand-side-plank,dumbbells,obliques,dumbbell-hand-side-plank,"[""Start by lying on your side with your feet stacked on top of each other and a dumbbell on your hip.\\"", ""Place your bottom hand on the ground beneath your shoulder and engage your core to raise your hips off the ground.\\"", ""From this starting position, hold the side plank position for the desired amount of time, making sure to keep your body straight and your hips level.\\""]",,,,
Dumbbell Elbow Side Plank,https://musclewiki.com/dumbbells/male/obliques/dumbbell-elbow-side-plank,dumbbells,obliques,dumbbell-elbow-side-plank,[],,,,
Dumbbell Long Lever Russian Twist,https://musclewiki.com/dumbbells/male/obliques/dumbbell-long-lever-russian-twist,dumbbells,obliques,dumbbell-long-lever-russian-twist,"[""Start by sitting on the floor with your knees bent and feet flat on the ground. Hold a dumbbell in both hands with your arms extended straight in front of you.\\"", ""Twist your torso to the right, bringing the dumbbell towards the ground, then return to the center. Repeat on the left side, twisting to the left and bringing the dumbbell towards the ground.\\"", ""Continue this twisting motion, alternating sides, for the desired number of repetitions. Keep your core engaged and avoid swinging your arms to generate momentum.\\""]",,,,
Dumbbell Side Bend,https://musclewiki.com/dumbbells/male/obliques/dumbbell-side-bend,dumbbells,obliques,dumbbell-side-bend,"[""Stand with feet hip-width apart and place your right hand on the right hip.\\"", ""Hold a dumbbell with the left hand. Bend at the hips to the side.\\"", ""Make sure you don't start to lean forward to try and force a longer range of motion.\\""]",,,,
Side Plank Up Down,https://musclewiki.com/bodyweight/male/obliques/side-plank-up-down,bodyweight,obliques,side-plank-up-down,"[""Start with your elbow and hip on the ground. Either neutral fist or flat hand on the ground.\\"", ""Begin in a side plank position, and then drop your hips to the floor.\\"", ""Pull your hips back to the ceiling to finish the rep.\\""]",,,,
Side Plank Reach Through,https://musclewiki.com/bodyweight/male/obliques/side-plank-reach-through,bodyweight,obliques,side-plank-reach-through,"[""Begin in an elbow side plank position.\\"", ""Reach for the ceiling with your off hand.\\"", ""Rotate at the mid and upper spine and reach through the open space between the floor and your torso.\\"", ""Reach backwards, and then rotate back into the starting position.\\""]",,,,
Elbow Side Plank,https://musclewiki.com/bodyweight/male/obliques/elbow-side-plank,bodyweight,obliques,elbow-side-plank,"[""Press your elbow into the floor.\\"", ""Pick your hips up off the ground and maintain this position for the allotted amount of time.\\"", ""Make sure you don't let your chest fall forward or backward.\\""]",,,,
